claim,evidence,label
CBS exposed “the fact” that Kamala Harris’ crowd sizes are inflated because her campaign bused hundreds of attendees to her New Hampshire rally.,"A spokesperson for Yankee Line told PolitiFact the charter bus company hired to provide shuttle service to the rally ""from an offsite parking lot 3 miles away"" because of parking restrictions at the venue. | We geolocated Throwback Brewery, where the rally took place, and confirmed that its parking lot would not have been large enough to accommodate the thousands of people who were reported to have attended the event. | A Harris-Walz spokesperson told PolitiFact in August that their ""campaign does not pay people to attend rallies.""",uncertain
"The Sept. 10 presidential debate was edited to cut comments from Vice President Kamala Harris about “$6,400 relief checks.”","The Sept. 10 presidential debate aired live and wasn’t edited to cut references to $6,400 relief checks. Neither the moderators nor the candidates mentioned such aid.",refutes
Journalist Bob Woodward posted on X that Donald Trump wears adult diapers.,"The post originated as satire on Jan. 30, 2023.",refutes
“FEMA helicopters caught disrupting North Carolina supplies by using a ‘rotor wash’.”,"A North Carolina National Guard helicopter, not a Federal Emergency Management Agency helicopter, caused the damage to supplies while attempting to transport a generator to an overcrowded landing site. | FEMA officials and local leaders in North Carolina have rebutted claims that FEMA is confiscating donations or deliberately damaging supplies.",refutes
La administración de Joe Biden tomó dinero de ayudas de FEMA para usarlo en inmigrantes.,"La Agencia Federal para el Manejo de Emergencias de Estados Unidos (FEMA, por sus siglas en inglés) dice que no usó fondos para desastres en inmigrantes. | Durante la administración de Donald Trump, el Congreso otorgó fondos a FEMA para ayudar a inmigrantes bajo un programa para personas sin hogar y comida. En 2023 se creó un nuevo programa para migrantes que utiliza fondos de una agencia de inmigración y es administrado por FEMA. | El Congreso financia estos programas aparte.",refutes
Video shows former Vice President Mike Pence endorsing Vice President Kamala Harris and Minnesota Gov. Tim Walz.,"The video was edited in a misleading way. In the original video, Mike Pence said, ""I could never vote for Kamala Harris as President of the United States, or Tim Walz as her running mate.""",refutes
Says former President Donald Trump posted on Truth Social that former President Barack Obama “was ashamed at how much better of a golfer that I am.”,This isn't an authentic Truth Social post from former President Donald Trump; it was fabricated.,refutes
"Says former President Donald Trump posted on Truth Social, “I hope that America obliterates Israel.”","Former President Donald Trump didn’t post that he hopes the United States obliterates Israel. He said he hopes that it obliterates Iran if the country’s ""terrorist proxies"" assassinate him.",refutes
La vicepresidenta Kamala Harris “usó el teleprompter para contestar las preguntas” de Univision.,"La vicepresidenta Kamala Harris habló el 10 de octubre en una audiencia pública de Noticias Univision en Las Vegas. | Publicaciones en redes sociales compartieron imágenes de un ""teleprompter"" con palabras en él. Pero representantes de Noticias Univision dijeron que las palabras estaban en español y destinadas al moderador Enrique Acevedo. | Después de que las palabras desaparecieran del apuntador electrónico, Harris siguió su respuesta durante tres minutos.",refutes
"""The ERA could also mandate that schools allow biological males to compete in girls' sports.""",New York already has protections for athletes to compete in youth sports on teams that align with their gender identity. | A constitutional amendment would strengthen anti-discrimination protections that already exist for people who are transgender.,supports
Video shows footage of Hurricane Milton in Florida.,"The clips do not show footage of Hurricane Milton. | Reverse-image searches revealed most of the video clips were taken from April 2022 to September 2024, before Milton made landfall Oct. 9. They show natural disasters in Iowa, Kansas, Brazil and Vietnam. | One clip shows flooding caused by Hurricane Helene in September.",refutes
“Wages adjusted for inflation were massively up under Donald Trump for Black men. … The (Black-white) wage gap in 2019 was actually shrinking under Donald Trump's administration.”,"For both Black Americans overall and for Black men in particular, inflation-adjusted wages rose under President Donald Trump — but they rose about three times faster under President Joe Biden. | The white-Black wage gap, both overall and for men in particular, didn’t shrink under Trump, rather, it widened. The wage gap narrowed under Biden.",uncertain
Video clips show Hurricane Milton hitting Florida “with wind speed 185 mph as Category 5”,"Several video clips featured in the TikTok post were originally taken during past storms. | Hurricane Milton reached Category 5 strength, but when it made landfall in Florida, it was designated Category 3.",refutes
