claim,label_multi,label_bin,speaker,date_parsed
"""President Trump has announced a plan to prosecute the Biden administration for the 325,000 kids that went ‘missing’ into human trafficking & sex slavery during their open border policies.”",refutes,0,Instagram posts,2024-12-05
“Reba McEntire states drag queens shouldn’t be around kids.”,refutes,0,Facebook posts,2024-12-05
"""The famed ship at the bottom of the North Atlantic is actually not The Titanic. It is her near-identical sister ship The Olympic.""",refutes,0,Facebook posts,2024-12-04
“Elon Musk announces January 20th as the date for bombshell release of Diddy and Epstein client list.”,refutes,0,Facebook posts,2024-12-04
The NFL said Beyoncé is “not a good artist” and rejected her Christmas halftime show.,refutes,0,Facebook posts,2024-12-04
Donald Trump ordered the “Dallas Police Department and Dallas Attorney General’s Office to begin the preparation for the arrest” of a suspect in John F. Kennedy’s assassination.,refutes,0,Viral image,2024-12-03
"""Mark Wahlberg calls for immediate firing of teachers who removed American flags from classrooms""",refutes,0,Facebook posts,2024-12-03
“Disney selling ABC for $20 Billion: New owner plans to cancel 'The View’.”,refutes,0,Facebook posts,2024-12-03
Kash Patel posted on X that “the FBI is gay.”,refutes,0,X posts,2024-12-02
"A CNN headline says, “Elon Musk considers melting down Statue of Liberty to make series of limited edition cyber trucks""",refutes,0,Threads posts,2024-12-02
Elon Musk is “finally releasing his first flying car today.”,refutes,0,Facebook posts,2024-12-02
On pardoning his son Hunter Biden,refutes,0,Joe Biden,2024-12-02
Elon Musk demanda a “Whoopi Goldberg y The View” por $70 millones.,refutes,0,Facebook posts,2024-12-02
“Chick fil-A’s new policies have people thinking (of a) boycott.”,refutes,0,Facebook posts,2024-12-02
"“Elon Musk reveals Tesla 2025 motorhome for under $17,000!”",refutes,0,Facebook posts,2024-11-27
Video shows President-elect Donald Trump announcing “free college education” in November 2024.,refutes,0,Instagram posts,2024-11-27
“Abortion clinics warn they’ll go bankrupt if Democrat ‘sex strike’ continues.”,refutes,0,Viral image,2024-11-27
"Smallpox was “never eradicated, it’s held in check by vaccines,” and RFK Jr. would eliminate coverage for the smallpox vaccine.",refutes,0,Facebook posts,2024-11-27
“The CDC says that little 6 month old babies must get SEVEN doses of the Covid vaccine in order to be considered fully ‘up to date’ on their vaccinations.”,refutes,0,Instagram posts,2024-11-27
"Rep. Marjorie Taylor Greene said “if every member of Congress had to resign for doing what Matt Gaetz has been accused of, Democrats would have a supermajority.’""",refutes,0,Threads posts,2024-11-27
"“Texas just gifted Trump 355,000 acres for deportation camps.”",refutes,0,Threads posts,2024-11-27
"Elon Musk dijo que ""¡El teléfono Tesla de 299 dólares será el final del iPhone!"".",refutes,0,Facebook posts,2024-11-27
"“Elon Musk, revela un nuevo motor impulsado por agua que promete cambiar por completo la industria automotriz”.",refutes,0,Facebook posts,2024-11-27
Says Travis Kelce quit X and called it a “toxic waste dump.”,refutes,0,Facebook posts,2024-11-26
"""Half of all Ukrainian aid was laundered and sent back to Democrat candidates for re-election.""",refutes,0,Instagram posts,2024-11-26
AOC posted that Trump’s election victory emboldened a conservative news outlet to call for her resignation because she’s a woman.,refutes,0,Instagram posts,2024-11-26
"""Ireland will pay you $90,000 to move to a beautiful island home.”",refutes,0,Facebook posts,2024-11-26
"“Michael Jordan turns down $100 million Disney deal, declares he won’t work for wokeness.”",refutes,0,Facebook posts,2024-11-26
"Celebrities including Bruce Springsteen, Robert De Niro, Robert Downey Jr., John Legend and Tom Hanks have announced they are leaving the U.S. following the 2024 election.",refutes,0,Facebook posts,2024-11-26
“Donald Trump has officially banned” same-sex marriage “in all 50 states in America.”,refutes,0,Facebook posts,2024-11-26
"“With your Democrat governor, you have some of the highest electricity prices and highest energy costs. It’s just about at the top in Wisconsin.”",refutes,0,Donald Trump,2024-11-26
Donald Trump lost the popular vote by 2%.,refutes,0,Threads posts,2024-11-26
"Una mujer posó junto a su hija con un cartel que dice, “Quiero que mi hija tenga el derecho a abortar que yo no tuve”.",refutes,0,Social Media,2024-11-26
“Rachel Maddow MELTS DOWN over Elon Musk posting memes about buying MSNBC.”,refutes,0,Instagram posts,2024-11-25
"""Donald Trump has appointed NBA legend Karl Malone as the new director of Child Protective Services.""",refutes,0,Instagram posts,2024-11-25
"A woman holds a sign that says, “I want my daughter to have the right to abortion that I didn’t have.”",refutes,0,Social Media,2024-11-25
"""Kyle Rittenhouse registers a lien against Whoopi Goldberg’s Malibu home for $22 million.”",refutes,0,Facebook posts,2024-11-22
“Taylor Swift has moved to Canada after leaving the U.S. following the big red wave.”,refutes,0,Facebook posts,2024-11-22
"""Billie Eilish turns down Oscar nomination and leaves US after MASSIVE RED WAVE""",refutes,0,Facebook posts,2024-11-22
"There are “$6,400 in funds for every American to claim.”",refutes,0,Facebook posts,2024-11-22
"“Elon Musk permanently bans Robert De Niro from X, declares ‘no room for his woke presence.’”",refutes,0,Facebook posts,2024-11-22
President-elect Donald Trump called Joe Scarborough “a scolded dog” on Truth Social.,refutes,0,Viral image,2024-11-21
Says Elon Musk said he would suspend X “accounts calling me fat.”,refutes,0,Viral image,2024-11-21
"Says Elon Musk said, “The $299 Tesla phone will be the end of the iPhone.”",refutes,0,Facebook posts,2024-11-21
“Parents of trans-species kids no longer getting money every month” because of President-elect Donald Trump.,refutes,0,Viral image,2024-11-21
The Associated Press misspelled Mississippi in a headline about the state’s literacy program.,refutes,0,Threads posts,2024-11-21
FEMA brought 300 semi trucks to Michigan’s Oscoda-Wurtsmith Airport,refutes,0,Facebook posts,2024-11-21
"""Ballot dumps"" in Pennsylvania, California, North Carolina, Alaska and Wisconsin show election officials are improperly “flipping"" down-ballot seats for Democrats.",refutes,0,Instagram posts,2024-11-21
Fox News reported California Gov. Gavin Newsom “will withhold” California’s federal income tax.,refutes,0,Instagram posts,2024-11-20
"""Elon Musk bloquea el contenido de Disney Pride en X y dice que 'WOKE' no es para NIÑOS"".",refutes,0,Facebook posts,2024-11-20
"Bragg’s apple cider vinegar uses Bill Gates’ ‘Apeel’ apples, which harm the body.",refutes,0,Instagram posts,2024-11-20
“ABC issued an official statement confirming that Joy Behar and Whoopi Goldberg’s contracts will not be renewed.”,refutes,0,Facebook posts,2024-11-20
“NCAA shifts all medals from Lia Thomas to Riley Gaines.”,refutes,0,Facebook posts,2024-11-20
"“The U.S Senate accidentally passed a bill banning Trump from becoming President, and Biden is planning to sign it.”",refutes,0,Threads posts,2024-11-20
“Elon Musk sues ‘The View’ and Whoopi Goldberg for $70 million.”,refutes,0,Facebook posts,2024-11-20
Video shows floods in Spain and France.,refutes,0,Facebook posts,2024-11-20
“Elon Musk thinks that posting what you eat is worthy of a suspension” from X.,refutes,0,Threads posts,2024-11-20
Mike Tyson posed with the Palestinian flag before his Nov. 15 fight against Jake Paul.,refutes,0,Facebook posts,2024-11-19
"Says Sen. Bob Casey, D-Pa., “is trying to change the outcome of the election by counting NON-CITIZEN votes.”",refutes,0,Elon Musk,2024-11-19
“Elon Musk bans DreamWorks Animation from X for promoting Pride.”,refutes,0,Threads posts,2024-11-19
"""McDonald’s offered 850 million to RFK for hush money” related to its frying oil.",refutes,0,Instagram posts,2024-11-19
"“Elon Musk blocks Disney’s pride content on X, says ‘woke’ isn’t for kids.”",refutes,0,Facebook posts,2024-11-19
"""Following Chiefs, Steelers also announce boycott of Pride nights.”",refutes,0,Facebook posts,2024-11-19
“Gas prices drop an average of $4 across red states.”,refutes,0,Facebook posts,2024-11-19
"“Elon Musk: 'I Am Releasing Tesla's $7,000 NEW Car That Runs On PURE Solar Power!’”",refutes,0,Facebook posts,2024-11-19
“Stunning Knockout: Mike Tyson Defeats Jake Paul in Just 50 Seconds with a Devastating K.O.”,refutes,0,Facebook posts,2024-11-18
"Says Taylor Swift said, “Elon Musk, the first human in history, to be radicalized by his own algorithm.”",refutes,0,Threads posts,2024-11-18
“Elon Musk has $180 Billion and there are 8B people on earth. If he gave us each $1B he’d still have $172B left.”,refutes,0,Threads posts,2024-11-18
Elon Musk anunció que “está comprando oficialmente McDonald's”.,refutes,0,Facebook posts,2024-11-18
Israeli Prime Minister Benjamin Netanyahu hospitalized with “serious health issue.”,refutes,0,Threads posts,2024-11-18
"“Red Cross is set to close shelters across North Carolina on Nov. 15. Families staying in these shelters are being told: ‘If you don’t have a safe place to take your children, you won’t be leaving with them.’”",refutes,0,X posts,2024-11-18
“Fewer people came in under President Biden than came under Donald Trump.”,refutes,0,Nancy Pelosi,2024-11-15
Donald Trump chose a provocative song to describe Kamala Harris during a presidential debate.,refutes,0,Instagram posts,2024-11-15
Elon Musk has invented a small gadget to slash energy bills.,refutes,0,Facebook posts,2024-11-15
"“Kroger, Food Lion and Publix announce a 4% price cut across the board.”",refutes,0,Threads posts,2024-11-15
“Biden agreed to a recount” in the 2024 presidential election.,refutes,0,Threads posts,2024-11-15
“Breaking: Trump names Boebert secretary of education”,refutes,0,Instagram posts,2024-11-15
"“Ella Emhoff, la hijastra de Kamala Harris, ha sido internada en un hospital psiquiátrico tras la derrota de su madrastra ante” Donald Trump.",refutes,0,Instagram posts,2024-11-15
Says the election results are suspicious because opponent U.S. Sen. Baldwin won “nearly 90%” of absentee ballots in Milwaukee.,refutes,0,Eric Hovde,2024-11-15
"""Elon Musk surprises the world with Ford acquisition.""",refutes,0,Facebook posts,2024-11-14
Photo shows a missing police officer.,refutes,0,Facebook posts,2024-11-14
Image shows Joe Biden and Trump meeting at the White House on Nov. 13.,refutes,0,Instagram posts,2024-11-14
This video shows floods in Spain.,refutes,0,Facebook posts,2024-11-14
ABC News aired footage of home invaders fleeing after being threatened with a rocket-propelled grenade.,refutes,0,Instagram posts,2024-11-14
A “ballot dump” around 4 a.m. in Milwaukee shows the Wisconsin Senate election was stolen from the Republican candidate.,refutes,0,Instagram posts,2024-11-14
